name,code,population
Corbeni,AG,499
Berindesti,AG,393
Bucsenesti,AG,1058
Oestii Pamanteni,AG,1396
Oestii Ungureni,AG,917
Poienari,AG,581
Rotunda,AG,679
Turburea,AG,163
Corbi,AG,1847
Corbsori,AG,995
Jgheaburi,AG,509
Poduri,AG,397
Poienarei,AG,177
Stanesti,AG,884
Cosesti,AG,1114
Jupanesti,AG,1022
Lapusani,AG,341
Leicesti,AG,1028
Pacioiu,AG,724
Petresti,AG,1014
Priseaca,AG,248
Cotmeana,AG,708
Bascovele,AG,177
Bunesti,AG,79
Costesti,AG,78
Dealu Padurii,AG,181
Dragolesti,AG,70
Lintesti,AG,154
Negesti,AG,76
Pielesti,AG,205
Sandulesti,AG,40
Spiridoni,AG,133
Ursoaia,AG,318
Varloveni,AG,85
Zamfiresti,AG,124
Cuca,AG,471
Baltata,AG,45
Barbalani,AG,72
Carcesti,AG,335
Cotu,AG,148
Crivatu,AG,104
Launele de Sus,AG,222
Macai,AG,124
Manesti,AG,49
Sinesti,AG,387
Stanicei,AG,48
Teodoresti,AG,341
Valea Cucii,AG,118
Vonigeasa,AG,52
Davidesti,AG,675
Contesti,AG,1464
Voroveni,AG,549
Dambovicioara,AG,476
Ciocanu,AG,189
Podu Dambovitei,AG,621
Darmanesti,AG,1039
Negreni,AG,666
Piscani,AG,855
Valea Nandrii,AG,861
Valea Rizii,AG,329
Dobresti,AG,1082
Furesti,AG,846
Domnesti,AG,3325
Dragoslavele,AG,2480
Valea Hotarului,AG,431
Draganu-Olteni,AG,632
Bacesti,AG,325
Dumbravesti,AG,549
Prislopu Mare,AG,542
Godeni,AG,1184
Bordeieni,AG,7
Capu Piscului,AG,1139
Cotesti,AG,860
Malu,AG,430
Harsesti,AG,2056
Ciobani,AG,482
Martalogi,AG,474
Hartiesti,AG,934
Barzesti,AG,645
Dealu,AG,407
Huluba,AG,257
Lespezi,AG,317
Lucieni,AG,324
Vulturesti,AG,1984
Izvoru,AG,2940
Leordeni,AG,1577
Baloteasca,AG,180
Baila,AG,353
Bantau,AG,77
Budisteni,AG,309
Ciolcesti,AG,163
Ciulnita,AG,1049
Carciumaresti,AG,265
Cotu Malului,AG,208
Glambocata,AG,443
Glambocata-Deal,AG,613
Glodu,AG,290
Moara Mocanului,AG,188
Schitu Scoicesti,AG,530
Leresti,AG,3006
Pojorata,AG,496
Voinesti,AG,1895
Lunca Corbului,AG,812
Bumbueni,AG,169
Catane,AG,594
Ciesti,AG,379
Langesti,AG,431
Marghia de Jos,AG,386
Marghia de Sus,AG,342
Padureti,AG,478
Silisteni,AG,234
Malureni,AG,1472
Bunesti,AG,777
Pauleasca,AG,623
Toplita,AG,1088
Zarnesti,AG,984
Merisani,AG,777
Borlesti,AG,558
Brateasca,AG,158
Capu Piscului,AG,88
Crampotani,AG,579
Dobrogostea,AG,744
Malu Vanat,AG,469
Varzaru,AG,445
Valcelele,AG,353
Micesti,AG,1437
Branzari,AG,75
Pauleasca,AG,686
Purcareni,AG,1478
Mihaesti,AG,1166
Draghici,AG,1184
Furnicosi,AG,802
Rudeni,AG,581
Valea Bradului,AG,249
Valea Popii,AG,1123
Vacarea,AG,657
Matau,AG,1105
Alunis,AG,6
Chilii,AG,147
Cocenesti,AG,259
Suslanesti,AG,504
Mirosi,AG,1919
Surdulesti,AG,1208
Moraresti,AG,670
Dedulesti,AG,412
Dealu Obejdeanului,AG,137
Luminile,AG,296
Mancioiu,AG,314
Sapunari,AG,467
Mosoaia,AG,1054
Batrani,AG,222
Ciocanai,AG,585
Dealu Viilor,AG,337
Hintesti,AG,591
Lazaresti,AG,208
Smeura,AG,929
Mozaceni,AG,1805
Babaroaga,AG,890
Zidurile,AG,303
Valsanesti,AG,496
Bolovanesti,AG,5
Costesti-Vaslan,AG,804
Musatesti,AG,709
Prosia,AG,56
Robaia,AG,800
Stroesti,AG,1190
Valea Faurului,AG,191
Valea lui Mas,AG,146
Valea Muscelului,AG,163
Negrasi,AG,1119
Barlogu,AG,1193
Buta,AG,277
Mozacu,AG,509
Nucsoara,AG,524
Gruiu,AG,208
Sboghitesti,AG,549
Slatina,AG,599
Oarja,AG,2106
Ceausesti,AG,633
Pietrosani,AG,1504
Badesti,AG,1530
Ganesti,AG,737
Retevoiesti,AG,1860
Varzaroaia,AG,499
Poienari,AG,582
Ceauresti,AG,324
Ioanicesti,AG,336
Tomulesti,AG,77
Poienari,AG,1483
Grosani,AG,804
Jugur,AG,1345
Serbanesti,AG,54
Valea Indarat,AG,247
Poiana Lacului,AG,1715
Catunasi,AG,334
Cepari,AG,316
Dealu Orasului,AG,327
Dealu Viilor,AG,469
Dinculesti,AG,410
Galeteanu,AG,179
Gardinesti,AG,274
Galcesti,AG,208
Metofu,AG,416
Paduroiu din Deal,AG,854
Paduroiu din Vale,AG,807
Samara,AG,571
Popesti,AG,576
Adunati,AG,290
Bucov,AG,379
Palanga,AG,387
Purcareni,AG,992
Raca,AG,866
Slobozia,AG,997
Priboieni,AG,671
Albotele,AG,420
Paraschivesti,AG,814
Samaila,AG,346
Pitoi,AG,557
Valea Mare,AG,293
Valea Nenii,AG,190
Valea Popii,AG,526
Ratesti,AG,487
Ciupa-Manciulescu,AG,355
Furduesti,AG,598
Mavrodolu,AG,262
Nejlovelu,AG,358
Patuleni,AG,1062
Tigveni,AG,555
Recea,AG,2114
Deagu de Jos,AG,405
Deagu de Sus,AG,628
Goleasca,AG,233
Orodel,AG,210
Rociu,AG,662
Gliganu de Jos,AG,637
Gliganu de Sus,AG,971
Serbanesti,AG,1241
Rucar,AG,6356
Satic,AG,157
Salatrucu,AG,1598
Valeni,AG,704
Martesti,AG,376
Banaresti,AG,521
Dealu Bradului,AG,274
Draghicesti,AG,156
Gainusa,AG,207
Lipia,AG,195
Popesti,AG,315
Turcesti,AG,147
Schitu Golesti,AG,1709
Burnesti,AG,13
Costita,AG,153
Lazaresti,AG,2067
Loturi,AG,326
Valea Pechii,AG,648
Slobozia,AG,4876
Nigrisoara,AG,261
Stalpeni,AG,1567
Dealu Frumos,AG,55
Livezeni,AG,1370
Ogrezea,AG,428
Opresti,AG,436
Pitigaia,AG,74
Radesti,AG,1325
Stoenesti,AG,870
Badeni,AG,829
Cotenesti,AG,1103
Lunca Gartii,AG,69
Piatra,AG,584
Slobozia,AG,580
Valea Badenilor,AG,717
Stolnici,AG,1542
Cochinesti,AG,691
Cotmeana,AG,860
Falfani,AG,264
Izbasesti,AG,469
Vlascuta,AG,346
Suseni,AG,583
Burdesti,AG,209
Cersani,AG,866
Chiritesti,AG,74
Galesesti,AG,360
Odaeni,AG,486
Padureni,AG,219
Strambeni,AG,373
Stefanesti,AG,154
Tutulesti,AG,478
Stefan cel Mare,AG,2219
Glavacioc,AG,510
Suici,AG,1386
Ianculesti,AG,449
Paltenu,AG,251
Pauleni,AG,191
Rudeni,AG,937
Valea Calului,AG,148
Teiu,AG,1708
Lesile,AG,328
Tigveni,AG,1316
Badislava,AG,152
Balilesti,AG,155
Balteni,AG,261
Barsestii de Jos,AG,965
Barsestii de Sus,AG,471
Blaju,AG,99
Vladesti,AG,228
Titesti,AG,1319
Bucsenesti-Lotasi,AG,1077
Cismea,AG,90
Valea Manastirii,AG,850
Valea Stanii,AG,969
Uda,AG,270
Badulesti,AG,78
Baranesti,AG,246
Branistea,AG,102
Chiritesti,AG,181
Cotu,AG,219
Dealu Bisericii,AG,75
Dealu Tolcesii,AG,53
Diconesti,AG,64
Gorani,AG,177
Greaban,AG,80
Lungulesti,AG,54
Miercani,AG,224
Rajletu-Govora,AG,643
Romana,AG,189
Salistea,AG,444
Ungheni,AG,1078
Coltu,AG,608
Gaujani,AG,799
Goia,AG,206
Humele,AG,1077
Satu Nou,AG,635
Valea Danului,AG,1648
Banicesti,AG,188
Bolculesti,AG,263
Borobanesti,AG,347
Vernesti,AG,671
Valea Iasului,AG,442
Badila,AG,4
Barbalatesti,AG,162
Borovinesti,AG,267
Cerbureni,AG,604
Mustatesti,AG,604
Ruginoasa,AG,8
Ungureni,AG,417
Valea Uleiului,AG,232
Vedea,AG,939
Badicea,AG,172
Blejani,AG,176
Buretesti,AG,161
Chiritesti,AG,207
Chitani,AG,357
Ciuresti,AG,258
Dincani,AG,223
Fata,AG,362
Fratici,AG,364
Izvoru de Jos,AG,157
Izvoru de Sus,AG,299
Lungani,AG,219
Mogosesti,AG,73
Prodani,AG,138
Ratoi,AG,45
Vata,AG,309
Vetisoara,AG,102
Varsesti,AG,166
Vladesti,AG,2556
Coteasca,AG,259
Draghescu,AG,85
Putina,AG,169
Bacau,BC,205029
Hemeius,BC,1315
Fantanele,BC,174
Lilieci,BC,1627
Letea Veche,BC,1885
Holt,BC,1245
Radomiresti,BC,235
Rusi-Ciutea,BC,362
Siretu,BC,416
Magura,BC,2306
Crihan,BC,451
Dealu-Mare,BC,221
Sohodol,BC,443
Margineni,BC,2817
Barati,BC,1503
Luncani,BC,730
Padureni,BC,355
Podis,BC,467
Poiana,BC,149
Trebes,BC,778
Valea Budului,BC,351
Onesti,BC,57333
Borzesti,BC,689
Slobozia,BC,788
Gura Vaii,BC,2515
Capata,BC,304
Dumbrava,BC,1308
Motocesti,BC,158
Paltinata,BC,600
Temelia,BC,611
Stefan cel Mare,BC,798
Bogdana,BC,578
Buciumi,BC,1474
Gutinas,BC,592
Negoiesti,BC,878
Racauti,BC,1204
Radeana,BC,636
Viisoara,BC,638
Buhusi,BC,21355
Marginea,BC,153
Runcu,BC,113
Comanesti,BC,22573
Podei,BC,477
Vermesti,BC,1970
Moinesti,BC,24466
Gazarie,BC,1094
Slanic-Moldova,BC,1929
Cerdac,BC,1571
Ciresoaia,BC,1811
Targu Ocna,BC,13939
Poieni,BC,860
Valcele,BC,1272
Agas,BC,1306
Beleghet,BC,320
Cosnea,BC,643
Cotumba,BC,1451
Diaconesti,BC,256
Goioasa,BC,940
Preluci,BC,885
Sulta,BC,729
Ardeoani,BC,1578
Leontinesti,BC,920
Asau,BC,2240
Apa Asau,BC,1579
Ciobanus,BC,585
Lunca Asau,BC,807
Paltinis,BC,674
Straja,BC,1316
Balcani,BC,1520
Frumoasa,BC,3550
Ludasi,BC,1027
Schitu Frumoasa,BC,2057
Beresti-Bistrita,BC,994
Brad,BC,201
Ciumasi,BC,221
Climesti,BC,298
Dumbrava,BC,215
Fagetel,BC,5
Itesti,BC,687
Padureni,BC,409
Beresti-Tazlau,BC,1274
Bosoteni,BC,424
Enachesti,BC,810
Prisaca,BC,554
Romanesti,BC,542
Tescani,BC,731
Turluianu,BC,1145
Berzunti,BC,2711
Buda,BC,512
Dragomir,BC,1991
Barsanesti,BC,1764
Albele,BC,688
Bratesti,BC,1249
Caraclau,BC,1225
Blagesti,BC,2192
Buda,BC,2060
Poiana Negustorului,BC,481
Tardenii Mari,BC,791
Valea lui Ion,BC,1452
Bogdanesti,BC,2033
Filipesti,BC,527
Brusturoasa,BC,1339
Buruienis,BC,231
Buruienisu de Sus,BC,121
Camenca,BC,1022
Cuchinis,BC,359
Hanganesti,BC,536
Buhoci,BC,1270
Bijghir,BC,2367
Buhocel,BC,243
Coteni,BC,456
Dospinesti,BC,138
Casin,BC,2644
Curita,BC,871
Caiuti,BC,1533
Blidari,BC,859
Boistea,BC,204
Floresti,BC,62
Heltiu,BC,453
Marcesti,BC,138
Popeni,BC,691
Pralea,BC,803
Vranceni,BC,345
Cleja,BC,4331
Somusca,BC,1666
Valea Mica,BC,705
Colonesti,BC,629
Calini,BC,360
Poiana,BC,0
Satu Nou,BC,271
Spria,BC,221
Valea Mare,BC,143
Zapodia,BC,280
Corbasca,BC,774
Bacioiu,BC,1838
Marvila,BC,588
Poglet,BC,57
Rogoaza,BC,415
Scarisoara,BC,852
Valcele,BC,537
Cotofanesti,BC,1090
Balca,BC,820
Boistea de Jos,BC,16
Borsani,BC,741
Tamasoaia,BC,325
Damienesti,BC,611
Calugareni,BC,833
Dragesti,BC,354
Padureni,BC,64
Darmanesti,BC,10546
Darmaneasca,BC,339
Lapos,BC,1455
Pagubeni,BC,366
Plopu,BC,1132
Salatruc,BC,45
Dealu Morii,BC,1074
Banca,BC,143
Balanesti,BC,5
Blaga,BC,249
Bobos,BC,4
Bodeasa,BC,75
Bostanesti,BC,2
Calapodesti,BC,67
Cauia,BC,550
Dorofei,BC,7
Ghionoaia,BC,24
Gradesti,BC,17
Negulesti,BC,721
Tavadaresti,BC,205
Dofteana,BC,2920
Bogata,BC,816
Cucuieti,BC,2296
Haghiac,BC,1485
Larga,BC,1295
Seaca,BC,455
Stefan Voda,BC,1096
Faraoani,BC,5453
Filipeni,BC,834
Balaia,BC,135
Brad,BC,282
Fruntesti,BC,442
Marasti,BC,430
Padureni,BC,54
Slobozia,BC,104
Valea Botului,BC,181
Filipesti,BC,912
Boanta,BC,202
Carligi,BC,1152
Cornesti,BC,164
Cotu Grosului,BC,43
Galbeni,BC,859
Harlesti,BC,595
Oniscani,BC,471
Gaiceana,BC,987
Arini,BC,1337
Hutu,BC,455
Popesti,BC,229
Faget,BC,1612
Bolovanis,BC,1064
Fagetu de Sus,BC,309
Ghimes,BC,1279
Rachitis,BC,290
Tarhausi,BC,772
Garlenii de Sus,BC,1581
Garleni,BC,1605
Lespezi,BC,2108
Surina,BC,150
Glavanesti,BC,1865
Frumuselu,BC,1551
Muncelu,BC,309
Putredeni,BC,129
Razesu,BC,252
Helegiu,BC,1002
Bratila,BC,2092
Deleni,BC,1890
Dragugesti,BC,2284
Horgesti,BC,1879
Bazga,BC,567
Galeri,BC,210
Marascu,BC,23
Racatau-Razesi,BC,310
Racatau de Jos,BC,140
Recea,BC,550
Sohodor,BC,638
Valeni,BC,640
Huruiesti,BC,803
Capotesti,BC,353
Floresti,BC,232
Fundoaia,BC,615
Ocheni,BC,457
Perchiu,BC,189
Pradais,BC,340
Izvoru Berheciului,BC,543
Antohesti,BC,220
Baimac,BC,91
Faghieni,BC,36
Obarsia,BC,297
Otelesti,BC,132
Padureni,BC,264
Lipova,BC,645
Malosu,BC,775
Satu Nou,BC,439
Valea Caselor,BC,320
Valea Hogei,BC,319
Valea Marului,BC,37
Valea Mosneagului,BC,25
Livezi,BC,905
Balaneasa,BC,912
Orasa,BC,1033
Poiana,BC,877
Prajoaia,BC,857
Scariga,BC,495
Luizi-Calugara,BC,3229
Osebiti,BC,2048
Magiresti,BC,1349
Prajesti,BC,703
Stanesti,BC,738
Sesuri,BC,429
Valea Arinilor,BC,1276
Manastirea Casin,BC,3923
Lupesti,BC,740
Parvulesti,BC,723
Scutaru,BC,124
Motoseni,BC,335
Baclesti,BC,128
Chetreni,BC,208
Chicerea,BC,188
Cociu,BC,238
Cornatelu,BC,133
Fantanele,BC,365
Fundatura,BC,156
Gura Craiesti,BC,336
Poiana,BC,520
Praja,BC,209
Rotaria,BC,131
Sendresti,BC,507
Tepoaia,BC,572
Negri,BC,727
Brad,BC,101
Calinesti,BC,143
Magla,BC,243
Poiana,BC,1558
Ursoaia,BC,93
Nicolae Balcescu,BC,3698
Baltata,BC,91
Buchila,BC,769
Galbeni,BC,1309
Larguta,BC,299
Sarata,BC,1708
Valea Seaca,BC,2356
Oituz,BC,6461
Calcai,BC,477
Ferestrau-Oituz,BC,1036
Harja,BC,450
Marginea,BC,684
Poiana Sarata,BC,355
Oncesti,BC,310
Barboasa,BC,214
Dealu Perjului,BC,260
Oncestii Vechi,BC,61
Satu Nou,BC,168
Tarnita,BC,590
Taula,BC,69
Orbeni,BC,2182
Scurta,BC,1958
Palanca,BC,849
Cadaresti,BC,138
Ciughes,BC,2040
Pajistea,BC,41
Popoiu,BC,780
Parava,BC,885
Dragusani,BC,972
Radoaia,BC,987
Teius,BC,306
Parincea,BC,847
Barna,BC,29
Milestii de Jos,BC,150
Milestii de Sus,BC,83
Nanesti,BC,835
Nastaseni,BC,121
Poieni,BC,83
Satu Nou,BC,56
Vladnic,BC,941
Pancesti,BC,1403
Chilia Benei,BC,111
Dienet,BC,624
Fulgeris,BC,341
Fundu Vaii,BC,135
Motoc,BC,133
Petresti,BC,672
Soci,BC,589
Pargaresti,BC,1202
Bahna,BC,594
Nicoresti,BC,902
Parau Boghii,BC,336
Satu Nou,BC,1699
Parjol,BC,929
Bahnaseni,BC,865
Barnesti,BC,270
Basasti,BC,682
Campeni,BC,663
Haineala,BC,344
Pustiana,BC,2070
Tarata,BC,979
Plopana,BC,1006
Budesti,BC,391
Dorneni,BC,31
Fundu Tutovei,BC,536
Itcani,BC,320
Rusenii Razesi,BC,220
Rusenii de Sus,BC,211
Straminoasa,BC,443
Tagara,BC,0
Podu Turcului,BC,2880
Balanesti,BC,172
Cabesti,BC,829
Fichitesti,BC,106
Giurgioana,BC,105
Hanta,BC,44
Lehancea,BC,359
Plopu,BC,246
Racusana,BC,59
Sarbi,BC,531
Poduri,BC,2403
Bucsesti,BC,1238
Cernu,BC,1421
Cornet,BC,386
Negreni,BC,107
Prohozesti,BC,1018
Valea Sosii,BC,1162
Racova,BC,2111
Gura Vaii,BC,697
Halmacioaia,BC,296
Iliesi,BC,195
Racaciuni,BC,2781
Ciucani,BC,493
Fundu Racaciuni,BC,1913
Gheorghe Doja,BC,1057
Gasteni,BC,1137
Rastoaca,BC,64
Rachitoasa,BC,1618
Barcana,BC,535
Bucsa,BC,46
Buda,BC,312
Burdusaci,BC,422
Danaila,BC,118
Dumbrava,BC,633
Farcasa,BC,67
Fundatura Rachitoasa,BC,331
Haghiac,BC,32
Magazia,BC,117
Movilita,BC,104
Oprisesti,BC,335
Putini,BC,194
Tochilea,BC,224
Rosiori,BC,977
Misihanesti,BC,22
Neguseni,BC,76
Poieni,BC,362
Valea Mare,BC,349
Valea Mica,BC,56
Sascut,BC,2420
Beresti,BC,1435
Contesti,BC,674
Pancesti,BC,2998
Sascut-Sat,BC,2178
Schineni,BC,589
Valea Nacului,BC,213
Sanduleni,BC,1515
Barzulesti,BC,212
Coman,BC,931
Mateiesti,BC,66
Stufu,BC,394
Tisa,BC,6
Versesti,BC,1029
Saucesti,BC,1374
Bogdan Voda,BC,315
Costei,BC,0
Schineni,BC,661
Siretu,BC,630
Serbesti,BC,497
Scorteni,BC,1479
Bogdanesti,BC,71
Floresti,BC,613
Grigoreni,BC,747
Stejaru,BC,71
Serpeni,BC,76
Secuieni,BC,1049
Balusa,BC,79
Berbinceni,BC,158
Chiticeni,BC,175
Ciuturesti,BC,747
Fundeni,BC,195
Glodisoarele,BC,194
Odobesti,BC,459
Tisa-Silvestri,BC,872
Valea Fanatului,BC,0
Valeni,BC,32
Solont,BC,1614
Cucuieti,BC,1363
Sarata,BC,849
Stanisesti,BC,583
Balotesti,BC,306
Belciuneasa,BC,177
Benesti,BC,371
Craiesti,BC,587
Gorghesti,BC,117
Slobozia,BC,1774
Slobozia Noua,BC,596
Valeni,BC,85
Strugari,BC,767
Cetatuia,BC,320
Iaz,BC,208
Nadisa,BC,331
Petricica,BC,480
Rachitisu,BC,481
Tamasi,BC,1190
Chetris,BC,750
Furnicari,BC,518
Gioseni,BC,3243
Tatarasti,BC,407
Cornii de Jos,BC,152
Cornii de Sus,BC,919
Dragesti,BC,461
Gherdana,BC,437
Giurgeni,BC,271
Ungureni,BC,100
Targu Trotus,BC,1946
Tuta,BC,1949
Viisoara,BC,1171
Traian,BC,1478
Bogdanesti,BC,547
Hertioana de Jos,BC,169
Hertioana-Razesi,BC,61
Prajesti,BC,2482
Zapodia,BC,491
Ungureni,BC,848
Bartasesti,BC,275
Bibiresti,BC,779
Bota,BC,0
Botesti,BC,544
Garla Anei,BC,160
Viforeni,BC,471
Zlatari,BC,184
Urechesti,BC,1729
Cornatel,BC,707
Lunca Dochiei,BC,460
Satu Nou,BC,423
Slobozia,BC,548
Valea Seaca,BC,2835
Cucova,BC,734
Lichitiseni,BC,231
Bosia,BC,78
Dadesti,BC,138
Dorneni,BC,102
Ghilavesti,BC,227
Godinestii de Jos,BC,262
Godinestii de Sus,BC,105
Medeleni,BC,151
Nazarioaia,BC,204
Reprivat,BC,54
Tomozia,BC,216
Tiganesti,BC,138
Valea Lupului,BC,48
Valea Merilor,BC,32
Valea Salciei,BC,58
Vultureni,BC,165
Zemes,BC,4078
Bolatau,BC,1018
Hemieni,BC,
Oradea,BH,222741
Sanmartin,BH,3856
Betfia,BH,488
Cihei,BH,860
Cordau,BH,1113
Haieu,BH,844
Rontau,BH,389
Santandrei,BH,2631
Palota,BH,983
Alesd,BH,7609
Padurea Neagra,BH,1040
Pestis,BH,1468
Tinaud,BH,803
Astileu,BH,1528
Calatea,BH,988
Chistag,BH,660
Pestere,BH,827
Beius,BH,11923
Delani,BH,430
Stei,BH,10415
Marghita,BH,17162
Chet,BH,1110
Ghenetea,BH,799
Nucet,BH,1723
Baita,BH,659
Baita-Plai,BH,149
Salonta,BH,20660
Vascau,BH,1977
Camp,BH,390
Camp-Moti,BH,157
Colesti,BH,313
Varzarii de Jos,BH,315
Varzarii de Sus,BH,185
Abram,BH,863
Cohani,BH,154
Dijir,BH,371
Iteu,BH,372
Iteu Nou,BH,184
Margine,BH,640
Satu Barba,BH,289
Suiug,BH,544
Abramut,BH,486
Crestur,BH,461
Fancica,BH,378
Petreu,BH,1517
Auseu,BH,532
Cacuciu Vechi,BH,190
Codrisoru,BH,63
Gheghie,BH,272
Grosi,BH,1002
Luncsoara,BH,1134
Avram Iancu,BH,2047
Ant,BH,230
Tamasda,BH,1159
Balc,BH,1359
Almasu Mare,BH,960
Almasu Mic,BH,552
Ghida,BH,203
Saldabagiu de Barcau,BH,608
Batar,BH,1731
Arpasel,BH,905
Talpos,BH,1727
Taut,BH,1001
Biharia,BH,3072
Cauaceu,BH,603
Niuved,BH,234
Parhida,BH,512
Satu Nou,BH,256
Tamaseu,BH,991
Boianu Mare,BH,662
Corboaia,BH,88
Huta,BH,29
Pagaia,BH,742
Rugea,BH,10
Borod,BH,1515
Borozel,BH,671
Cetea,BH,408
Cornitel,BH,631
Serani,BH,767
Valea Mare de Cris,BH,547
Bors,BH,1118
Santaul Mare,BH,311
Santaul Mic,BH,403
Santion,BH,1453
Bratca,BH,1729
Damis,BH,883
Beznea,BH,1600
Lorau,BH,560
Ponoara,BH,850
Valea Crisului,BH,586
Brusturi,BH,1478
Cuiesd,BH,507
Loranta,BH,161
Orvisele,BH,678
Paulesti,BH,442
Picleu,BH,948
Tiganestii de Cris,BH,435
Varasau,BH,174
Budureasa,BH,1604
Burda,BH,473
Saca,BH,231
Saliste de Beius,BH,284
Teleac,BH,227
Buduslau,BH,1016
Albis,BH,1059
Bulz,BH,1008
Munteni,BH,691
Remeti,BH,1152
Buntesti,BH,588
Bradet,BH,739
Dumbravani,BH,366
Ferice,BH,623
Lelesti,BH,514
Poienii de Jos,BH,680
Poienii de Sus,BH,775
Saud,BH,448
Stancesti,BH,321
Cabesti,BH,1054
Goila,BH,244
Gurbesti,BH,234
Josani,BH,399
Sohodol,BH,397
Capalna,BH,468
Ginta,BH,441
Rohani,BH,183
Saldabagiu Mic,BH,686
Suplacu de Tinca,BH,543
Carpinet,BH,620
Izbuc,BH,736
Leheceni,BH,513
Calugari,BH,844
Cefa,BH,1269
Ateas,BH,225
Berechiu,BH,344
Bicaci,BH,591
Gepiu,BH,1017
Inand,BH,899
Roit,BH,645
Sannicolau Roman,BH,1218
Ceica,BH,934
Bucium,BH,279
Ceisoara,BH,763
Corbesti,BH,639
Cotiglet,BH,594
Dusesti,BH,640
Incesti,BH,499
Cetariu,BH,1039
Paleu,BH,489
Saldabagiu de Munte,BH,588
Sisterea,BH,670
Susturogi,BH,384
Tautelec,BH,250
Uileacu de Munte,BH,555
Cherechiu,BH,805
Chesereu,BH,1107
Targusor,BH,634
Chislaz,BH,608
Chiraleu,BH,654
Haucesti,BH,89
Misca,BH,1017
Poclusa de Barcau,BH,417
Sarsig,BH,332
Sanlazar,BH,456
Ciuhoi,BH,457
Cenalos,BH,304
Saniob,BH,1299
Sfarnas,BH,299
Ciumeghiu,BH,1742
Boiu,BH,900
Ghiorac,BH,1922
Campani,BH,1007
Fanate,BH,752
Harsesti,BH,403
Sighistel,BH,418
Valea de Sus,BH,418
Cociuba Mare,BH,1059
Carasau,BH,809
Chesa,BH,818
Petid,BH,732
Copacel,BH,433
Bucuroaia,BH,555
Chijic,BH,314
Poiana Tasad,BH,233
Sarand,BH,530
Surduc,BH,549
Cristioru de Jos,BH,447
Balc,BH,42
Cristioru de Sus,BH,237
Poiana,BH,663
Saliste de Vascau,BH,592
Curatele,BH,464
Beiusele,BH,553
Cresuia,BH,542
Nimaiesti,BH,953
Pocioveliste,BH,396
Curtuiseni,BH,2839
Vasad,BH,1078
Derna,BH,1058
Dernisoara,BH,725
Sacalasau,BH,786
Sacalasau Nou,BH,420
Tria,BH,514
Diosig,BH,6237
Ianca,BH,285
Mihai Bravu,BH,1160
Rosiori,BH,1162
Vaida,BH,598
Dobresti,BH,1982
Cornisesti,BH,335
Crancesti,BH,583
Hidisel,BH,767
Luncasprie,BH,1072
Racas,BH,142
Topa de Jos,BH,269
Topa de Sus,BH,803
Draganesti,BH,422
Belejeni,BH,332
Gradinari,BH,478
Livada Beiusului,BH,148
Mizies,BH,460
Pantasesti,BH,186
Sebis,BH,373
Talpe,BH,303
Tiganestii de Beius,BH,374
Dragesti,BH,431
Dicanesti,BH,324
Stracos,BH,357
Tasad,BH,1267
Topesti,BH,277
Finis,BH,1849
Brusturi,BH,7
Fizis,BH,269
Ioanis,BH,683
Suncuis,BH,875
Girisu de Cris,BH,1233
Cheresig,BH,1053
Tarian,BH,1798
Toboliu,BH,1004
Hidiselu de Sus,BH,1061
Hidiselu de Jos,BH,573
Mierlau,BH,903
Santelec,BH,379
Sumugiu,BH,500
Holod,BH,686
Dumbrava,BH,577
Dumbravita,BH,339
Forosig,BH,246
Hodis,BH,315
Lupoaia,BH,546
Valea Mare de Codru,BH,145
Vintere,BH,1009
Husasau de Tinca,BH,779
Fonau,BH,217
Miersig,BH,436
Osand,BH,474
Sititelec,BH,561
Ineu,BH,1969
Botean,BH,700
Husasau de Cris,BH,877
Lazuri de Beius,BH,400
Baleni,BH,263
Cusuius,BH,591
Hinchiris,BH,888
Lazareni,BH,666
Bicacel,BH,272
Calea Mare,BH,724
Carandeni,BH,208
Caranzel,BH,145
Gepis,BH,668
Gruilung,BH,166
Miheleu,BH,253
Lugasu de Jos,BH,1490
Lugasu de Sus,BH,850
Urvind,BH,946
Lunca,BH,1056
Briheni,BH,463
Hotarel,BH,378
Seghiste,BH,701
Sarbesti,BH,405
Sustiu,BH,518
Madaras,BH,923
Homorog,BH,768
Ianosda,BH,1081
Martihaz,BH,204
Magesti,BH,302
Butani,BH,389
Cacuciu Nou,BH,373
Dobricionesti,BH,634
Galaseni,BH,362
Josani,BH,445
Ortiteag,BH,489
Nojorid,BH,1542
Apateu,BH,288
Chisirid,BH,147
Les,BH,578
Livada de Bihor,BH,1257
Pausa,BH,304
Sauaieu,BH,388
Olcea,BH,682
Calacea,BH,1258
Hodisel,BH,462
Ucuris,BH,647
Osorhei,BH,2558
Alparea,BH,1010
Cheriu,BH,534
Felcheriu,BH,370
Fughiu,BH,897
Pietroasa,BH,1021
Chiscau,BH,794
Cociuba Mica,BH,449
Giulesti,BH,183
Gurani,BH,807
Magura,BH,383
Motesti,BH,135
Pocola,BH,512
Feneris,BH,503
Petrani,BH,425
Poietari,BH,114
Sanmartin de Beius,BH,253
Pomezeu,BH,209
Campani de Pomezeu,BH,577
Cosdeni,BH,809
Hidis,BH,504
Lacu Sarat,BH,80
Sitani,BH,603
Spinus de Pomezeu,BH,319
Valani de Pomezeu,BH,729
Popesti,BH,2779
Bistra,BH,1088
Budoi,BH,1127
Cuzap,BH,1309
Varviz,BH,656
Varzari,BH,385
